source	gene ID	gene name	orthologs
OrthoMCL	DDB_G0277195	mrps17	E.coli K-12:AP_004479 | A.thaliana:NP_175365 | A.thaliana:NP_188518 | A.thaliana:NP_178103 | S.cerevisiae S288c:YMR188C
InParanoid	DDB_G0277195	mrps17	A.thaliana:At1g49400 | E.coli K-12:NP_417770
JGI/Baylor Sequencing Project	DDB_G0277195	mrps17	D.purpureum:DPU_G0057700
OrthoMCL	DDB_G0277197	DDB_G0277197	M.musculus:ENSMUSP00000041236 | C.elegans:WBGene00014153 | H.sapiens:ENSP00000363972 | D.melanogaster:FBpp0074191
JGI/Baylor Sequencing Project	DDB_G0277197	DDB_G0277197	D.purpureum:DPU_G0057698
JGI/Baylor Sequencing Project	DDB_G0275235	captD	D.purpureum:DPU_G0053336
JGI/Baylor Sequencing Project	DDB_G0276781	DDB_G0276781	D.purpureum:DPU_G0059236
OrthoMCL	DDB_G0274941	omt2	A.thaliana:NP_174579 | A.thaliana:NP_200227 | H.sapiens:ENSP00000370639
OrthoMCL	DDB_G0273921	DDB_G0273921	C.elegans:WBGene00010790 | C.elegans:WBGene00010791 | C.elegans:WBGene00017060 | E.coli K-12:AP_000978 | E.coli K-12:AP_002101 | E.coli K-12:AP_004765 | A.thaliana:NP_179765 | A.thaliana:NP_179780 | A.thaliana:NP_195510 | A.thaliana:NP_001031788 | A.thaliana:NP_195149 | A.thaliana:NP_001031805 | A.thaliana:NP_195511 | A.thaliana:NP_001031812 | A.thaliana:NP_195643 | A.thaliana:NP_188576 | A.thaliana:NP_195512 | S.cerevisiae S288c:YMR083W | S.cerevisiae S288c:YMR303C | S.cerevisiae S288c:YOL086C | S.cerevisiae S288c:YMR318C | S.cerevisiae S288c:YCR105W | S.cerevisiae S288c:YBR145W
OrthoMCL	DDB_G0276255	DDB_G0276255	M.musculus:ENSMUSP00000019441 | H.sapiens:ENSP00000267425 | A.thaliana:NP_177376 | A.thaliana:NP_849878 | A.thaliana:NP_974130 | S.cerevisiae S288c:YJL010C | D.melanogaster:FBpp0088044
InParanoid	DDB_G0276255	DDB_G0276255	A.thaliana:At1g72320 | C.elegans:CE03826 | D.melanogaster:FBpp0088044 | H.sapiens:ENSP00000267425 | M.musculus:ENSMUSP00000019441 | S.cerevisiae S288c:YJL010C
JGI/Baylor Sequencing Project	DDB_G0276255	DDB_G0276255	D.purpureum:DPU_G0074446
JGI/Baylor Sequencing Project	DDB_G0275801	DDB_G0275801	D.purpureum:DPU_G0071976
JGI/Baylor Sequencing Project	DDB_G0275495	DDB_G0275495	D.purpureum:DPU_G0067988
OrthoMCL	DDB_G0275499	omt5	M.musculus:ENSMUSP00000022295 | C.elegans:WBGene00021491 | C.elegans:WBGene00021492 | C.elegans:WBGene00021487 | C.elegans:WBGene00012518 | H.sapiens:ENSP00000361616 | A.thaliana:NP_173872 | A.thaliana:NP_564916 | A.thaliana:NP_564917 | A.thaliana:NP_195131 | A.thaliana:NP_191759 | A.thaliana:NP_191758
InParanoid	DDB_G0275499	omt5	A.thaliana:At3g62000 | C.elegans:CE21794
JGI/Baylor Sequencing Project	DDB_G0275505	DDB_G0275505	D.purpureum:DPU_G0051946
OrthoMCL	DDB_G0275507	DDB_G0275507	E.coli K-12:AP_000994 | E.coli K-12:AP_001108 | E.coli K-12:AP_002633 | S.cerevisiae S288c:YJL218W
OrthoMCL	DDB_G0276341	pccB	M.musculus:ENSMUSP00000035116 | C.elegans:WBGene00018701 | H.sapiens:ENSP00000419129
InParanoid	DDB_G0276341	pccB	C.elegans:CE07269 | H.sapiens:ENSP00000251654 | M.musculus:ENSMUSP00000035116
JGI/Baylor Sequencing Project	DDB_G0276341	pccB	D.purpureum:DPU_G0059258
InParanoid	DDB_G0276261	mcfV	A.thaliana:At3g21390
JGI/Baylor Sequencing Project	DDB_G0276261	mcfV	D.purpureum:DPU_G0072518
OrthoMCL	DDB_G0277079	cyb5B	M.musculus:ENSMUSP00000025549 | M.musculus:ENSMUSP00000034400 | C.elegans:WBGene00007848 | C.elegans:WBGene00020931 | C.elegans:WBGene00014300 | H.sapiens:ENSP00000341625 | H.sapiens:ENSP00000308430 | A.thaliana:NP_180831 | A.thaliana:NP_173958 | A.thaliana:NP_200168 | A.thaliana:NP_199692 | D.melanogaster:FBpp0087979 | D.melanogaster:FBpp0088809 | S.cerevisiae S288c:YNL111C
InParanoid	DDB_G0277079	cyb5B	A.thaliana:At5g53560 | A.thaliana:At2g32720 | C.elegans:CE14418
JGI/Baylor Sequencing Project	DDB_G0277079	cyb5B	D.purpureum:DPU_G0067012
OrthoMCL	DDB_G0278965	DG2033	E.coli K-12:AP_004141 | A.thaliana:NP_197043 | H.sapiens:ENSP00000040877 | S.cerevisiae S288c:YDL112W | D.melanogaster:FBpp0083613
JGI/Baylor Sequencing Project	DDB_G0278965	DG2033	D.purpureum:DPU_G0073834
InParanoid	DDB_G0276371	gefL	D.melanogaster:FBpp0077543
JGI/Baylor Sequencing Project	DDB_G0276371	gefL	D.purpureum:DPU_G0058366
OrthoMCL	DDB_G0278045	DDB_G0278045	M.musculus:ENSMUSP00000037657 | H.sapiens:ENSP00000418194 | H.sapiens:ENSP00000373156
OrthoMCL	DDB_G0278047	DDB_G0278047	S.cerevisiae S288c:YFL050C | S.cerevisiae S288c:YOL130W | S.cerevisiae S288c:YKL064W
InParanoid	DDB_G0278047	DDB_G0278047	E.coli K-12:NP_418260
JGI/Baylor Sequencing Project	DDB_G0278047	DDB_G0278047	D.purpureum:DPU_G0070558
OrthoMCL	DDB_G0277065	DDB_G0277065	M.musculus:ENSMUSP00000071421 | M.musculus:ENSMUSP00000037127 | C.elegans:WBGene00020097 | H.sapiens:ENSP00000285894 | H.sapiens:ENSP00000321997 | A.thaliana:NP_568409 | A.thaliana:NP_201411 | A.thaliana:NP_567991 | S.cerevisiae S288c:YCL037C | D.melanogaster:FBpp0088623
InParanoid	DDB_G0277065	DDB_G0277065	A.thaliana:At5g21160 | D.melanogaster:FBpp0088623 | H.sapiens:ENSP00000366871 | M.musculus:ENSMUSP00000071421
JGI/Baylor Sequencing Project	DDB_G0277065	DDB_G0277065	D.purpureum:DPU_G0069176
JGI/Baylor Sequencing Project	DDB_G0275127	DDB_G0275127	D.purpureum:DPU_G0054608
JGI/Baylor Sequencing Project	DDB_G0274693	DDB_G0274693	D.purpureum:DPU_G0051150
OrthoMCL	DDB_G0272789	rlp24	M.musculus:ENSMUSP00000070266 | M.musculus:ENSMUSP00000109133 | C.elegans:WBGene00004437 | H.sapiens:ENSP00000260443 | A.thaliana:NP_001078059 | A.thaliana:NP_182013 | S.cerevisiae S288c:YLR009W | D.melanogaster:FBpp0081879
InParanoid	DDB_G0272789	rlp24	A.thaliana:At2g44860 | C.elegans:CE05202 | D.melanogaster:FBpp0081879 | H.sapiens:ENSP00000260443 | M.musculus:ENSMUSP00000070266 | S.cerevisiae S288c:YLR009W
JGI/Baylor Sequencing Project	DDB_G0272789	rlp24	D.purpureum:DPU_G0054658
InParanoid	DDB_G0274011	fslJ-2	D.melanogaster:FBpp0077788
JGI/Baylor Sequencing Project	DDB_G0274975	DDB_G0274975	D.purpureum:DPU_G0072386
OrthoMCL	DDB_G0275271	DDB_G0275271	E.coli K-12:AP_004377
JGI/Baylor Sequencing Project	DDB_G0277031	DDB_G0277031	D.purpureum:DPU_G0058090
JGI/Baylor Sequencing Project	DDB_G0277613	DDB_G0277613	D.purpureum:DPU_G0052638
OrthoMCL	DDB_G0277629	rpl7a	M.musculus:ENSMUSP00000071166 | M.musculus:ENSMUSP00000082387 | M.musculus:ENSMUSP00000082477 | M.musculus:ENSMUSP00000099962 | M.musculus:ENSMUSP00000091314 | M.musculus:ENSMUSP00000092345 | M.musculus:ENSMUSP00000087632 | C.elegans:WBGene00004419 | H.sapiens:ENSP00000361076 | A.thaliana:NP_182283 | A.thaliana:NP_191846 | S.cerevisiae S288c:YHL033C | S.cerevisiae S288c:YLL045C | D.melanogaster:FBpp0070877
InParanoid	DDB_G0277629	rpl7a	A.thaliana:At2g47610 | C.elegans:CE27398 | D.melanogaster:FBpp0070877 | H.sapiens:ENSP00000361076 | M.musculus:ENSMUSP00000082387 | M.musculus:ENSMUSP00000099962 | S.cerevisiae S288c:YLL045C | S.cerevisiae S288c:YHL033C
JGI/Baylor Sequencing Project	DDB_G0277629	rpl7a	D.purpureum:DPU_G0067324
OrthoMCL	DDB_G0277865	ptpB	M.musculus:ENSMUSP00000004377 | M.musculus:ENSMUSP00000058757 | C.elegans:WBGene00004214 | H.sapiens:ENSP00000376375 | H.sapiens:ENSP00000390628 | A.thaliana:NP_001031266 | A.thaliana:NP_177331 | A.thaliana:NP_974127 | D.melanogaster:FBpp0070363
InParanoid	DDB_G0277865	ptpB	H.sapiens:ENSP00000360683 | M.musculus:ENSMUSP00000029053
JGI/Baylor Sequencing Project	DDB_G0277865	ptpB	D.purpureum:DPU_G0059552
OrthoMCL	DDB_G0277485	dyrk1	M.musculus:ENSMUSP00000002483 | M.musculus:ENSMUSP00000113660 | C.elegans:WBGene00003149 | H.sapiens:ENSP00000312789 | H.sapiens:ENSP00000381932 | A.thaliana:NP_001031970 | A.thaliana:NP_198447 | S.cerevisiae S288c:YJL141C | D.melanogaster:FBpp0289737
InParanoid	DDB_G0277485	dyrk1	C.elegans:CE33442 | D.melanogaster:FBpp0289737 | H.sapiens:ENSP00000381932 | M.musculus:ENSMUSP00000113660 | S.cerevisiae S288c:YJL141C
JGI/Baylor Sequencing Project	DDB_G0277485	dyrk1	D.purpureum:DPU_G0051834
OrthoMCL	DDB_G0278031	DDB_G0278031	M.musculus:ENSMUSP00000105035 | H.sapiens:ENSP00000262605 | D.melanogaster:FBpp0080749
InParanoid	DDB_G0278031	DDB_G0278031	D.melanogaster:FBpp0087617 | H.sapiens:ENSP00000262605 | M.musculus:ENSMUSP00000105035
JGI/Baylor Sequencing Project	DDB_G0278031	DDB_G0278031	D.purpureum:DPU_G0051524
InParanoid	DDB_G0278037	sahA_ps	M.musculus:ENSMUSP00000086080
InParanoid	DDB_G0275019	DDB_G0275019	A.thaliana:At3g16530
JGI/Baylor Sequencing Project	DDB_G0275019	DDB_G0275019	D.purpureum:DPU_G0073068
OrthoMCL	DDB_G0275567	amd1	M.musculus:ENSMUSP00000072575 | M.musculus:ENSMUSP00000079703 | M.musculus:ENSMUSP00000097528 | C.elegans:WBGene00004875 | H.sapiens:ENSP00000357880 | A.thaliana:NP_001031888 | A.thaliana:NP_001078093 | A.thaliana:NP_001154585 | A.thaliana:NP_186896 | A.thaliana:NP_197099 | A.thaliana:NP_197394 | A.thaliana:NP_189184 | S.cerevisiae S288c:YOL052C | D.melanogaster:FBpp0079584
InParanoid	DDB_G0275567	amd1	A.thaliana:At3g02470 | C.elegans:CE18705 | D.melanogaster:FBpp0079584 | H.sapiens:ENSP00000357880 | M.musculus:ENSMUSP00000072575 | M.musculus:ENSMUSP00000097528 | M.musculus:ENSMUSP00000079703 | S.cerevisiae S288c:YOL052C
JGI/Baylor Sequencing Project	DDB_G0275567	amd1	D.purpureum:DPU_G0064452
JGI/Baylor Sequencing Project	DDB_G0275569	DDB_G0275569	D.purpureum:DPU_G0073994
OrthoMCL	DDB_G0278655	DDB_G0278655	M.musculus:ENSMUSP00000067662 | C.elegans:WBGene00009236 | E.coli K-12:AP_001142 | H.sapiens:ENSP00000171214 | A.thaliana:NP_196567 | A.thaliana:NP_569008 | S.cerevisiae S288c:YIL124W
OrthoMCL	DDB_G0279047	DDB_G0279047	M.musculus:ENSMUSP00000019723 | H.sapiens:ENSP00000262947
InParanoid	DDB_G0279047	DDB_G0279047	H.sapiens:ENSP00000262947 | M.musculus:ENSMUSP00000019723
JGI/Baylor Sequencing Project	DDB_G0279047	DDB_G0279047	D.purpureum:DPU_G0060910
OrthoMCL	DDB_G0278663	DDB_G0278663	A.thaliana:NP_173730 | A.thaliana:NP_177234
JGI/Baylor Sequencing Project	DDB_G0278663	DDB_G0278663	D.purpureum:DPU_G0051900
OrthoMCL	DDB_G0279065	DDB_G0279065	M.musculus:ENSMUSP00000027137 | C.elegans:WBGene00021354 | H.sapiens:ENSP00000261024 | A.thaliana:NP_181380 | A.thaliana:NP_195977
InParanoid	DDB_G0279065	DDB_G0279065	H.sapiens:ENSP00000261024
OrthoMCL	DDB_G0279245	mpp10	M.musculus:ENSMUSP00000032735 | C.elegans:WBGene00013544 | H.sapiens:ENSP00000244230 | A.thaliana:NP_569037 | S.cerevisiae S288c:YJR002W | D.melanogaster:FBpp0079305
InParanoid	DDB_G0279245	mpp10	A.thaliana:At5g66540 | D.melanogaster:FBpp0079305 | H.sapiens:ENSP00000244230 | M.musculus:ENSMUSP00000032735 | S.cerevisiae S288c:YJR002W
JGI/Baylor Sequencing Project	DDB_G0279245	mpp10	D.purpureum:DPU_G0051388
InParanoid	DDB_G0279253	DDB_G0279253	D.melanogaster:FBpp0076782 | S.cerevisiae S288c:YAL020C
OrthoMCL	DDB_G0278191	dak	M.musculus:ENSMUSP00000053616 | M.musculus:ENSMUSP00000031311 | H.sapiens:ENSP00000299697 | H.sapiens:ENSP00000286648 | A.thaliana:NP_565032 | D.melanogaster:FBpp0083121
InParanoid	DDB_G0278191	dak	M.musculus:ENSMUSP00000031311
JGI/Baylor Sequencing Project	DDB_G0278191	dak	D.purpureum:DPU_G0071656
OrthoMCL	DDB_G0278195	DDB_G0278195	M.musculus:ENSMUSP00000010550 | H.sapiens:ENSP00000347277 | D.melanogaster:FBpp0088016
JGI/Baylor Sequencing Project	DDB_G0278195	DDB_G0278195	D.purpureum:DPU_G0055604
JGI/Baylor Sequencing Project	DDB_G0281467	DDB_G0281467	D.purpureum:DPU_G0052218
JGI/Baylor Sequencing Project	DDB_G0280419	DDB_G0280419	D.purpureum:DPU_G0054832
OrthoMCL	DDB_G0277307	DDB_G0277307	M.musculus:ENSMUSP00000094904 | M.musculus:ENSMUSP00000034141 | C.elegans:WBGene00016391 | C.elegans:WBGene00013541 | H.sapiens:ENSP00000353826 | H.sapiens:ENSP00000285737 | S.cerevisiae S288c:YBL022C | E.coli K-12:AP_001089 | A.thaliana:NP_566258 | A.thaliana:NP_566259 | A.thaliana:NP_568490 | A.thaliana:NP_568675 | D.melanogaster:FBpp0271918
JGI/Baylor Sequencing Project	DDB_G0277307	DDB_G0277307	D.purpureum:DPU_G0058088
JGI/Baylor Sequencing Project	DDB_G0280141	DDB_G0280141	D.purpureum:DPU_G0065858
OrthoMCL	DDB_G0280151	DDB_G0280151	A.thaliana:NP_563927
OrthoMCL	DDB_G0281027	DDB_G0281027	A.thaliana:NP_567180
JGI/Baylor Sequencing Project	DDB_G0281027	DDB_G0281027	D.purpureum:DPU_G0070142
OrthoMCL	DDB_G0281165	DDB_G0281165	M.musculus:ENSMUSP00000023215 | C.elegans:WBGene00002004 | A.thaliana:NP_195416 | A.thaliana:NP_191894 | A.thaliana:NP_193510 | A.thaliana:NP_193623 | H.sapiens:ENSP00000332698 | S.cerevisiae S288c:YGL073W | D.melanogaster:FBpp0110266
InParanoid	DDB_G0281165	DDB_G0281165	A.thaliana:At5g45710 | C.elegans:CE22380 | D.melanogaster:FBpp0110266 | S.cerevisiae S288c:YGL073W
JGI/Baylor Sequencing Project	DDB_G0281165	DDB_G0281165	D.purpureum:DPU_G0054600
JGI/Baylor Sequencing Project	DDB_G0281281	DDB_G0281281	D.purpureum:DPU_G0053208
JGI/Baylor Sequencing Project	DDB_G0281289	DDB_G0281289	D.purpureum:DPU_G0071722
OrthoMCL	DDB_G0281475	pks18	H.sapiens:ENSP00000304592 | D.melanogaster:FBpp0077342 | D.melanogaster:FBpp0112461 | D.melanogaster:FBpp0288532 | M.musculus:ENSMUSP00000052872 | C.elegans:WBGene00009342
OrthoMCL	DDB_G0275471	csn8	M.musculus:ENSMUSP00000035884 | H.sapiens:ENSP00000346340 | A.thaliana:NP_193147 | D.melanogaster:FBpp0079262
InParanoid	DDB_G0275471	csn8	A.thaliana:At4g14110 | D.melanogaster:FBpp0079262 | H.sapiens:ENSP00000346340 | M.musculus:ENSMUSP00000035884
JGI/Baylor Sequencing Project	DDB_G0275471	csn8	D.purpureum:DPU_G0072828
OrthoMCL	DDB_G0278435	DDB_G0278435	M.musculus:ENSMUSP00000103747 | A.thaliana:NP_191228 | H.sapiens:ENSP00000274008 | S.cerevisiae S288c:YLR397C
InParanoid	DDB_G0278435	DDB_G0278435	H.sapiens:ENSP00000274008 | M.musculus:ENSMUSP00000103747 | S.cerevisiae S288c:YLR397C
JGI/Baylor Sequencing Project	DDB_G0278435	DDB_G0278435	D.purpureum:DPU_G0054120
OrthoMCL	DDB_G0279823	DDB_G0279823	A.thaliana:NP_177439 | A.thaliana:NP_188003 | A.thaliana:NP_199329 | A.thaliana:NP_974308 | S.cerevisiae S288c:YOR165W
InParanoid	DDB_G0279823	DDB_G0279823	A.thaliana:At3g13870 | S.cerevisiae S288c:YOR165W
JGI/Baylor Sequencing Project	DDB_G0279823	DDB_G0279823	D.purpureum:DPU_G0069300
JGI/Baylor Sequencing Project	DDB_G0282923	rdeA	D.purpureum:DPU_G0064188
OrthoMCL	DDB_G0278229	DDB_G0278229	M.musculus:ENSMUSP00000039507 | M.musculus:ENSMUSP00000105691 | M.musculus:ENSMUSP00000110530 | C.elegans:WBGene00007106 | E.coli K-12:AP_001672 | H.sapiens:ENSP00000255681 | H.sapiens:ENSP00000309809 | H.sapiens:ENSP00000353512 | A.thaliana:NP_030605
JGI/Baylor Sequencing Project	DDB_G0278229	DDB_G0278229	D.purpureum:DPU_G0054016
JGI/Baylor Sequencing Project	DDB_G0277827	cafA	D.purpureum:DPU_G0053928
OrthoMCL	DDB_G0278471	DDB_G0278471	M.musculus:ENSMUSP00000005431 | C.elegans:WBGene00010279 | H.sapiens:ENSP00000305653 | A.thaliana:NP_001030897 | A.thaliana:NP_176732 | A.thaliana:NP_191541 | S.cerevisiae S288c:YOL027C | S.cerevisiae S288c:YPR125W | D.melanogaster:FBpp0072254
InParanoid	DDB_G0278471	DDB_G0278471	A.thaliana:At1g65540 | H.sapiens:ENSP00000305653 | M.musculus:ENSMUSP00000005431 | S.cerevisiae S288c:YPR125W
JGI/Baylor Sequencing Project	DDB_G0278471	DDB_G0278471	D.purpureum:DPU_G0074116
OrthoMCL	DDB_G0275451	alxA	M.musculus:ENSMUSP00000107492 | C.elegans:WBGene00007010 | H.sapiens:ENSP00000411825 | A.thaliana:NP_172965 | S.cerevisiae S288c:YOR275C | D.melanogaster:FBpp0084610
InParanoid	DDB_G0275451	alxA	A.thaliana:At1g15130 | C.elegans:CE00310 | D.melanogaster:FBpp0084610 | H.sapiens:ENSP00000307387 | M.musculus:ENSMUSP00000107492 | S.cerevisiae S288c:YOR275C
JGI/Baylor Sequencing Project	DDB_G0275451	alxA	D.purpureum:DPU_G0067958
OrthoMCL	DDB_G0277231	ndufs8	M.musculus:ENSMUSP00000074600 | C.elegans:WBGene00020636 | E.coli K-12:AP_002879 | H.sapiens:ENSP00000315774 | A.thaliana:NP_173114 | A.thaliana:NP_178022 | D.melanogaster:FBpp0082645
InParanoid	DDB_G0277231	ndufs8	A.thaliana:At1g16700 | C.elegans:CE00832 | D.melanogaster:FBpp0082645 | E.coli K-12:NP_416784 | H.sapiens:ENSP00000315774 | M.musculus:ENSMUSP00000074600
JGI/Baylor Sequencing Project	DDB_G0277231	ndufs8	D.purpureum:DPU_G0059254
JGI/Baylor Sequencing Project	DDB_G0275063	DDB_G0275063	D.purpureum:DPU_G0074356
JGI/Baylor Sequencing Project	DDB_G0276149	rliC	D.purpureum:DPU_G0063210
JGI/Baylor Sequencing Project	DDB_G0276155	spnA	D.purpureum:DPU_G0073856
OrthoMCL	DDB_G0276157	pkgA	S.cerevisiae S288c:YFL033C
InParanoid	DDB_G0276157	pkgA	A.thaliana:At1g48490 | A.thaliana:At3g17850 | D.melanogaster:FBpp0085082 | M.musculus:ENSMUSP00000102554 | S.cerevisiae S288c:YFL033C
JGI/Baylor Sequencing Project	DDB_G0276157	pkgA	D.purpureum:DPU_G0071804
OrthoMCL	DDB_G0275923	DDB_G0275923	E.coli K-12:AP_003149
InParanoid	DDB_G0275923	DDB_G0275923	E.coli K-12:NP_417058
JGI/Baylor Sequencing Project	DDB_G0275923	DDB_G0275923	D.purpureum:DPU_G0062570
OrthoMCL	DDB_G0277539	DDB_G0277539	M.musculus:ENSMUSP00000033326 | H.sapiens:ENSP00000402084 | A.thaliana:NP_171796 | D.melanogaster:FBpp0078999
JGI/Baylor Sequencing Project	DDB_G0277539	DDB_G0277539	D.purpureum:DPU_G0058790
JGI/Baylor Sequencing Project	DDB_G0278855	DDB_G0278855	D.purpureum:DPU_G0074536
OrthoMCL	DDB_G0277833	cofA	M.musculus:ENSMUSP00000077262 | M.musculus:ENSMUSP00000064557 | C.elegans:WBGene00006794 | H.sapiens:ENSP00000340635 | H.sapiens:ENSP00000309629 | A.thaliana:NP_001078247 | A.thaliana:NP_190187 | A.thaliana:NP_568916 | A.thaliana:NP_851228 | A.thaliana:NP_171680 | A.thaliana:NP_194289 | A.thaliana:NP_567182 | A.thaliana:NP_568769 | A.thaliana:NP_565719 | A.thaliana:NP_566882 | A.thaliana:NP_568915 | A.thaliana:NP_851227 | S.cerevisiae S288c:YLL050C | D.melanogaster:FBpp0072097
InParanoid	DDB_G0277833	cofA	A.thaliana:At3g46010 | C.elegans:CE31893 | D.melanogaster:FBpp0072097 | H.sapiens:ENSP00000309629 | M.musculus:ENSMUSP00000064557 | S.cerevisiae S288c:YLL050C
OrthoMCL	DDB_G0278351	DDB_G0278351	M.musculus:ENSMUSP00000111339 | H.sapiens:ENSP00000365624
InParanoid	DDB_G0278351	DDB_G0278351	H.sapiens:ENSP00000358293 | M.musculus:ENSMUSP00000113457
JGI/Baylor Sequencing Project	DDB_G0278351	DDB_G0278351	D.purpureum:DPU_G0072328
JGI/Baylor Sequencing Project	DDB_G0278355	DDB_G0278355	D.purpureum:DPU_G0059974
OrthoMCL	DDB_G0275651	elp2	M.musculus:ENSMUSP00000025120 | C.elegans:WBGene00013738 | H.sapiens:ENSP00000414851 | A.thaliana:NP_175377 | S.cerevisiae S288c:YGR200C | D.melanogaster:FBpp0087307
InParanoid	DDB_G0275651	elp2	A.thaliana:At1g49540 | C.elegans:CE34502 | D.melanogaster:FBpp0087307 | H.sapiens:ENSP00000350967 | M.musculus:ENSMUSP00000025120 | S.cerevisiae S288c:YGR200C
JGI/Baylor Sequencing Project	DDB_G0275651	elp2	D.purpureum:DPU_G0060988
OrthoMCL	DDB_G0279349	alg9	M.musculus:ENSMUSP00000034561 | C.elegans:WBGene00007556 | H.sapiens:ENSP00000387627 | A.thaliana:NP_173134 | S.cerevisiae S288c:YNL219C | D.melanogaster:FBpp0084183
InParanoid	DDB_G0279349	alg9	A.thaliana:At1g16900 | C.elegans:CE32796 | D.melanogaster:FBpp0084183 | H.sapiens:ENSP00000316397 | M.musculus:ENSMUSP00000034561 | S.cerevisiae S288c:YNL219C
JGI/Baylor Sequencing Project	DDB_G0279349	alg9	D.purpureum:DPU_G0063556
JGI/Baylor Sequencing Project	DDB_G0275679	gxcJJ	D.purpureum:DPU_G0063228
OrthoMCL	DDB_G0275929	pds5	M.musculus:ENSMUSP00000016569 | M.musculus:ENSMUSP00000031104 | C.elegans:WBGene00001352 | H.sapiens:ENSP00000303427 | H.sapiens:ENSP00000383329 | A.thaliana:NP_001119389 | A.thaliana:NP_001119390 | A.thaliana:NP_199580 | A.thaliana:NP_177883 | S.cerevisiae S288c:YMR076C | D.melanogaster:FBpp0087082
InParanoid	DDB_G0275929	pds5	A.thaliana:At5g47690 | C.elegans:CE33526 | D.melanogaster:FBpp0087082 | H.sapiens:ENSP00000383329 | M.musculus:ENSMUSP00000016569 | S.cerevisiae S288c:YMR076C
JGI/Baylor Sequencing Project	DDB_G0275929	pds5	D.purpureum:DPU_G0059900
OrthoMCL	DDB_G0276513	DDB_G0276513	M.musculus:ENSMUSP00000054698 | M.musculus:ENSMUSP00000041712 | H.sapiens:ENSP00000238609 | H.sapiens:ENSP00000298901
OrthoMCL	DDB_G0276515	DDB_G0276515	M.musculus:ENSMUSP00000091836 | C.elegans:WBGene00022534 | H.sapiens:ENSP00000360180 | A.thaliana:NP_567223 | A.thaliana:NP_001031950 | A.thaliana:NP_198050 | A.thaliana:NP_566256 | A.thaliana:NP_850519 | S.cerevisiae S288c:YOL018C | D.melanogaster:FBpp0077022
OrthoMCL	DDB_G0277093	DDB_G0277093	M.musculus:ENSMUSP00000043136 | M.musculus:ENSMUSP00000112935 | C.elegans:WBGene00013323 | H.sapiens:ENSP00000359634 | H.sapiens:ENSP00000276530 | D.melanogaster:FBpp0084384
JGI/Baylor Sequencing Project	DDB_G0277093	DDB_G0277093	D.purpureum:DPU_G0051630
JGI/Baylor Sequencing Project	DDB_G0277239	DDB_G0277239	D.purpureum:DPU_G0057800
InParanoid	DDB_G0274821	DDB_G0274821	A.thaliana:At5g18700
JGI/Baylor Sequencing Project	DDB_G0274821	DDB_G0274821	D.purpureum:DPU_G0068318
OrthoMCL	DDB_G0277699	DDB_G0277699	M.musculus:ENSMUSP00000026016 | C.elegans:WBGene00011528 | H.sapiens:ENSP00000367284 | D.melanogaster:FBpp0079675
JGI/Baylor Sequencing Project	DDB_G0277699	DDB_G0277699	D.purpureum:DPU_G0065182
JGI/Baylor Sequencing Project	DDB_G0277703	aplF	D.purpureum:DPU_G0068378
OrthoMCL	DDB_G0276861	DDB_G0276861	M.musculus:ENSMUSP00000023213 | C.elegans:WBGene00021900 | H.sapiens:ENSP00000321320 | H.sapiens:ENSP00000366623 | A.thaliana:NP_172882 | S.cerevisiae S288c:YGR187C | D.melanogaster:FBpp0084375
InParanoid	DDB_G0276861	DDB_G0276861	A.thaliana:At1g14300 | D.melanogaster:FBpp0084375 | H.sapiens:ENSP00000366623 | H.sapiens:ENSP00000321320 | M.musculus:ENSMUSP00000023213 | S.cerevisiae S288c:YGR187C
JGI/Baylor Sequencing Project	DDB_G0276861	DDB_G0276861	D.purpureum:DPU_G0051640
OrthoMCL	DDB_G0278255	DDB_G0278255	M.musculus:ENSMUSP00000075579 | M.musculus:ENSMUSP00000044801 | A.thaliana:NP_201191 | H.sapiens:ENSP00000261609 | H.sapiens:ENSP00000372404 | H.sapiens:ENSP00000261887 | D.melanogaster:FBpp0076991
InParanoid	DDB_G0278255	DDB_G0278255	H.sapiens:ENSP00000364585
JGI/Baylor Sequencing Project	DDB_G0278255	DDB_G0278255	D.purpureum:DPU_G0072334
JGI/Baylor Sequencing Project	DDB_G0276843	DDB_G0276843	D.purpureum:DPU_G0067008
JGI/Baylor Sequencing Project	DDB_G0276853	DDB_G0276853	D.purpureum:DPU_G0051624
OrthoMCL	DDB_G0275115	sdhC	M.musculus:ENSMUSP00000106968 | C.elegans:WBGene00003225 | H.sapiens:ENSP00000356953 | S.cerevisiae S288c:YKL141W | S.cerevisiae S288c:YMR118C | D.melanogaster:FBpp0081848
InParanoid	DDB_G0275115	sdhC	C.elegans:CE00598 | D.melanogaster:FBpp0081848 | E.coli K-12:NP_415249 | H.sapiens:ENSP00000356953 | M.musculus:ENSMUSP00000106968 | S.cerevisiae S288c:YKL141W
JGI/Baylor Sequencing Project	DDB_G0275115	sdhC	D.purpureum:DPU_G0058938
OrthoMCL	DDB_G0278071	DDB_G0278071	E.coli K-12:AP_004452
OrthoMCL	DDB_G0276503	DDB_G0276503	M.musculus:ENSMUSP00000051438 | C.elegans:WBGene00015159 | H.sapiens:ENSP00000391739 | A.thaliana:NP_193403 | S.cerevisiae S288c:YNL169C | D.melanogaster:FBpp0083921
