ensp	cond	symbol
H.sapiens:ENSP00000472949	ga.gdp	FLNA
H.sapiens:ENSP00000472949	ga.gdp	FLNA
H.sapiens:ENSP00000472949	ga.gdp	FLNA
H.sapiens:ENSP00000471051	ga.gdp	FLNA
H.sapiens:ENSP00000471051	ga.gdp	FLNA
H.sapiens:ENSP00000471051	ga.gdp	FLNA
H.sapiens:ENSP00000470886	ga.gdp	FLNA
H.sapiens:ENSP00000470886	ga.gdp	FLNA
H.sapiens:ENSP00000470886	ga.gdp	FLNA
H.sapiens:ENSP00000470110	ga.gdp	FLNA
H.sapiens:ENSP00000470110	ga.gdp	FLNA
H.sapiens:ENSP00000470110	ga.gdp	FLNA
H.sapiens:ENSP00000471872	ga.gdp	FLNA
H.sapiens:ENSP00000471872	ga.gdp	FLNA
H.sapiens:ENSP00000471872	ga.gdp	FLNA
H.sapiens:LRG_132p1	ga.gdp	ACTB
H.sapiens:LRG_195p1	ga.gdp	CORO1A
H.sapiens:LRG_266p1	ga.gdp	RAB7A
H.sapiens:LRG_266p1	ga.gdp	RAB7A
H.sapiens:LRG_383p1	ga.gdp	VCL
H.sapiens:LRG_414p1	ga.gdp	SRI
H.sapiens:LRG_97p1	ga.gdp	RAC2
H.sapiens:LRG_97p1	ga.gdp	RAC2
H.sapiens:ENSP00000346067	ga.aluf	RPSA
H.sapiens:ENSP00000410848	ga.aluf	RPSA
H.sapiens:ENSP00000389351	ga.aluf	RPSA
H.sapiens:ENSP00000396716	ga.aluf	RPSA
H.sapiens:ENSP00000309555	ga.aluf	HCFC1
H.sapiens:ENSP00000399589	ga.aluf	HCFC1
H.sapiens:ENSP00000359001	ga.aluf	HCFC1
H.sapiens:ENSP00000346174	ga.aluf	HCFC1
H.sapiens:ENSP00000263280	ga.aluf	STRN4
H.sapiens:ENSP00000375777	ga.aluf	STRN4
H.sapiens:ENSP00000440901	ga.aluf	STRN4
H.sapiens:ENSP00000472938	ga.aluf	STRN4
H.sapiens:ENSP00000261366	ga.aluf	LMNB1
H.sapiens:ENSP00000378761	ga.aluf	LMNB1
H.sapiens:ENSP00000470634	ga.aluf	STRN4
H.sapiens:ENSP00000473446	ga.aluf	STRN4
H.sapiens:ENSP00000473607	ga.aluf	STRN4
H.sapiens:ENSP00000471499	ga.aluf	STRN4
H.sapiens:ENSP00000471354	ga.aluf	STRN4
H.sapiens:ENSP00000470040	ga.aluf	STRN4
H.sapiens:ENSP00000472429	ga.aluf	STRN4
H.sapiens:ENSP00000469279	ga.aluf	STRN4
H.sapiens:ENSP00000416171	ga.aluf	EWSR1
H.sapiens:ENSP00000381031	ga.aluf	EWSR1
H.sapiens:ENSP00000406824	ga.aluf	EWSR1
H.sapiens:ENSP00000405947	ga.aluf	EWSR1
H.sapiens:ENSP00000385726	ga.aluf	EWSR1
H.sapiens:ENSP00000412670	ga.aluf	EWSR1
H.sapiens:ENSP00000395200	ga.aluf	EWSR1
H.sapiens:ENSP00000330516	ga.aluf	EWSR1
H.sapiens:ENSP00000400142	ga.aluf	EWSR1
H.sapiens:ENSP00000327456	ga.aluf	EWSR1
H.sapiens:ENSP00000393637	ga.aluf	EWSR1
H.sapiens:ENSP00000331699	ga.aluf	EWSR1
H.sapiens:ENSP00000353204	ga.aluf	EWSR1
H.sapiens:ENSP00000330896	ga.aluf	EWSR1
H.sapiens:ENSP00000221222	ga.aluf	HOMER3
H.sapiens:ENSP00000439937	ga.aluf	HOMER3
H.sapiens:ENSP00000376162	ga.aluf	HOMER3
H.sapiens:ENSP00000469800	ga.aluf	HOMER3
H.sapiens:ENSP00000471835	ga.aluf	HOMER3
H.sapiens:ENSP00000446026	ga.aluf	HOMER3
H.sapiens:ENSP00000472815	ga.aluf	HOMER3
H.sapiens:ENSP00000470659	ga.aluf	HOMER3
H.sapiens:ENSP00000472800	ga.aluf	HOMER3
H.sapiens:ENSP00000396154	ga.aluf	HOMER3
H.sapiens:ENSP00000348150	ga.aluf	HOMER3
H.sapiens:ENSP00000424293	ga.aluf	RASA2
H.sapiens:ENSP00000286364	ga.aluf	RASA2
H.sapiens:ENSP00000391677	ga.aluf	RASA2
H.sapiens:ENSP00000301764	ga.aluf	DDB1
H.sapiens:ENSP00000399813	ga.aluf	DDB1
H.sapiens:ENSP00000440269	ga.aluf	DDB1
H.sapiens:ENSP00000441522	ga.aluf	DDB1
H.sapiens:ENSP00000439787	ga.aluf	DDB1
H.sapiens:ENSP00000445844	ga.aluf	DDB1
H.sapiens:ENSP00000444650	ga.aluf	DDB1
H.sapiens:ENSP00000442732	ga.aluf	DDB1
H.sapiens:ENSP00000437713	ga.aluf	DDB1
H.sapiens:ENSP00000445563	ga.aluf	DDB1
H.sapiens:ENSP00000446044	ga.aluf	DDB1
H.sapiens:ENSP00000442660	ga.aluf	DDB1
H.sapiens:ENSP00000445554	ga.aluf	DDB1
H.sapiens:ENSP00000441825	ga.aluf	DDB1
H.sapiens:ENSP00000444105	ga.aluf	DDB1
H.sapiens:ENSP00000440660	ga.aluf	DDB1
H.sapiens:ENSP00000388705	ga.aluf	DDB1
H.sapiens:ENSP00000380298	ga.aluf	SEC13
H.sapiens:ENSP00000336566	ga.aluf	SEC13
H.sapiens:ENSP00000312122	ga.aluf	SEC13
H.sapiens:ENSP00000380306	ga.aluf	SEC13
H.sapiens:ENSP00000373312	ga.aluf	SEC13
H.sapiens:ENSP00000401368	ga.aluf	SEC13
H.sapiens:ENSP00000400260	ga.aluf	SEC13
H.sapiens:ENSP00000398623	ga.aluf	SEC13
H.sapiens:ENSP00000404141	ga.aluf	SEC13
H.sapiens:ENSP00000381339	ga.aluf	GNAT3
H.sapiens:ENSP00000293677	ga.aluf	RAVER1
H.sapiens:ENSP00000465532	ga.aluf	RAVER1
H.sapiens:ENSP00000468375	ga.aluf	RAVER1
H.sapiens:ENSP00000465753	ga.aluf	RAVER1
H.sapiens:ENSP00000256383	ga.aluf	EIF2S1
H.sapiens:ENSP00000451975	ga.aluf	EIF2S1
H.sapiens:ENSP00000425299	ga.aluf	EIF2S1
H.sapiens:ENSP00000452034	ga.aluf	EIF2S1
H.sapiens:ENSP00000256935	ga.aluf	DOCK2
H.sapiens:ENSP00000428850	ga.aluf	DOCK2
H.sapiens:ENSP00000429283	ga.aluf	DOCK2
H.sapiens:ENSP00000428841	ga.aluf	DOCK2
H.sapiens:ENSP00000393451	ga.aluf	DOCK2
H.sapiens:ENSP00000438827	ga.aluf	DOCK2
H.sapiens:ENSP00000444193	ga.aluf	SEC23A
H.sapiens:ENSP00000306881	ga.aluf	SEC23A
H.sapiens:ENSP00000445393	ga.aluf	SEC23A
H.sapiens:ENSP00000450819	ga.aluf	SEC23A
H.sapiens:ENSP00000451230	ga.aluf	SEC23A
H.sapiens:ENSP00000447489	ga.aluf	SEC23A
H.sapiens:ENSP00000451999	ga.aluf	SEC23A
H.sapiens:ENSP00000452575	ga.aluf	SEC23A
H.sapiens:ENSP00000451924	ga.aluf	SEC23A
H.sapiens:ENSP00000452390	ga.aluf	SEC23A
H.sapiens:ENSP00000437715	ga.aluf	SEC23A
H.sapiens:ENSP00000355314	ga.aluf	CLIP1
H.sapiens:ENSP00000438743	ga.aluf	CLIP1
H.sapiens:ENSP00000303585	ga.aluf	CLIP1
H.sapiens:ENSP00000445531	ga.aluf	CLIP1
H.sapiens:ENSP00000437617	ga.aluf	CLIP1
H.sapiens:ENSP00000439093	ga.aluf	CLIP1
H.sapiens:ENSP00000437786	ga.aluf	CLIP1
H.sapiens:ENSP00000441409	ga.aluf	CLIP1
H.sapiens:ENSP00000446379	ga.aluf	CLIP1
H.sapiens:ENSP00000439472	ga.aluf	CLIP1
H.sapiens:ENSP00000445387	ga.aluf	CLIP1
H.sapiens:ENSP00000351665	ga.aluf	CLIP1
H.sapiens:ENSP00000249071	ga.aluf	RAC2
H.sapiens:ENSP00000385270	ga.aluf	RAC2
H.sapiens:ENSP00000385590	ga.aluf	RAC2
H.sapiens:ENSP00000403778	ga.aluf	RAC2
H.sapiens:ENSP00000385666	ga.aluf	RAC2
H.sapiens:ENSP00000310670	ga.aluf	CCAR2
H.sapiens:ENSP00000430974	ga.aluf	CCAR2
H.sapiens:ENSP00000429769	ga.aluf	CCAR2
H.sapiens:ENSP00000373930	ga.aluf	CCAR2
H.sapiens:ENSP00000430978	ga.aluf	CCAR2
H.sapiens:ENSP00000428843	ga.aluf	CCAR2
H.sapiens:ENSP00000431046	ga.aluf	CCAR2
H.sapiens:ENSP00000429773	ga.aluf	CCAR2
H.sapiens:ENSP00000429739	ga.aluf	CCAR2
H.sapiens:ENSP00000428549	ga.aluf	CCAR2
H.sapiens:ENSP00000371267	ga.aluf	YWHAQ
H.sapiens:ENSP00000238081	ga.aluf	YWHAQ
H.sapiens:ENSP00000398990	ga.aluf	YWHAQ
H.sapiens:ENSP00000354791	ga.aluf	DCTN1
H.sapiens:ENSP00000416711	ga.aluf	DCTN1
H.sapiens:ENSP00000387270	ga.aluf	DCTN1
H.sapiens:ENSP00000386406	ga.aluf	DCTN1
H.sapiens:ENSP00000387327	ga.aluf	DCTN1
H.sapiens:ENSP00000386843	ga.aluf	DCTN1
H.sapiens:ENSP00000414315	ga.aluf	DCTN1
H.sapiens:ENSP00000404038	ga.aluf	DCTN1
H.sapiens:ENSP00000402509	ga.aluf	DCTN1
H.sapiens:ENSP00000395312	ga.aluf	DCTN1
H.sapiens:ENSP00000413268	ga.aluf	DCTN1
H.sapiens:ENSP00000409363	ga.aluf	DCTN1
H.sapiens:ENSP00000400059	ga.aluf	DCTN1
H.sapiens:ENSP00000407484	ga.aluf	DCTN1
H.sapiens:ENSP00000377571	ga.aluf	DCTN1
H.sapiens:ENSP00000384844	ga.aluf	DCTN1
H.sapiens:ENSP00000397253	ga.aluf	LIMS2
H.sapiens:ENSP00000386252	ga.aluf	LIMS2
H.sapiens:ENSP00000386345	ga.aluf	LIMS2
H.sapiens:ENSP00000326888	ga.aluf	LIMS2
H.sapiens:ENSP00000386383	ga.aluf	LIMS2
H.sapiens:ENSP00000347240	ga.aluf	LIMS2
H.sapiens:ENSP00000386637	ga.aluf	LIMS2
H.sapiens:ENSP00000387002	ga.aluf	LIMS2
H.sapiens:ENSP00000386570	ga.aluf	LIMS2
H.sapiens:ENSP00000443794	ga.aluf	LIMS2
H.sapiens:ENSP00000388611	ga.aluf	LIMS2
H.sapiens:ENSP00000386907	ga.aluf	LIMS2
H.sapiens:ENSP00000347380	ga.aluf	SYNCRIP
H.sapiens:ENSP00000358635	ga.aluf	SYNCRIP
H.sapiens:ENSP00000397782	ga.aluf	SYNCRIP
H.sapiens:ENSP00000355537	ga.aluf	ACTN2
H.sapiens:ENSP00000443495	ga.aluf	ACTN2
H.sapiens:ENSP00000438384	ga.aluf	ACTN2
H.sapiens:ENSP00000450188	ga.aluf	AVIL
H.sapiens:ENSP00000257861	ga.aluf	AVIL
H.sapiens:ENSP00000449239	ga.aluf	AVIL
H.sapiens:ENSP00000443207	ga.aluf	AVIL
H.sapiens:ENSP00000388713	ga.aluf	LANCL1
H.sapiens:ENSP00000393323	ga.aluf	LANCL1
H.sapiens:ENSP00000393597	ga.aluf	LANCL1
H.sapiens:ENSP00000233714	ga.aluf	LANCL1
H.sapiens:ENSP00000397646	ga.aluf	LANCL1
H.sapiens:ENSP00000405364	ga.aluf	LANCL1
H.sapiens:ENSP00000396518	ga.aluf	LANCL1
H.sapiens:ENSP00000395442	ga.aluf	LANCL1
H.sapiens:ENSP00000335029	ga.aluf	RASA3
H.sapiens:ENSP00000374195	ga.aluf	RASA3
H.sapiens:ENSP00000439008	ga.aluf	RASA3
H.sapiens:ENSP00000274364	ga.aluf	IQGAP2
H.sapiens:ENSP00000423672	ga.aluf	IQGAP2
H.sapiens:ENSP00000421097	ga.aluf	IQGAP2
H.sapiens:ENSP00000422661	ga.aluf	IQGAP2
H.sapiens:ENSP00000379535	ga.aluf	IQGAP2
H.sapiens:ENSP00000425351	ga.aluf	IQGAP2
H.sapiens:ENSP00000426027	ga.aluf	IQGAP2
H.sapiens:ENSP00000423258	ga.aluf	IQGAP2
H.sapiens:ENSP00000421319	ga.aluf	IQGAP2
H.sapiens:ENSP00000425941	ga.aluf	IQGAP2
H.sapiens:ENSP00000442313	ga.aluf	IQGAP2
H.sapiens:ENSP00000429927	ga.aluf	PPP2CB
H.sapiens:ENSP00000221138	ga.aluf	PPP2CB
H.sapiens:ENSP00000428142	ga.aluf	PPP2CB
H.sapiens:ENSP00000430758	ga.aluf	PPP2CB
H.sapiens:ENSP00000428618	ga.aluf	PPP2CB
H.sapiens:ENSP00000428866	ga.aluf	PPP2CB
H.sapiens:ENSP00000320663	ga.aluf	EML4
H.sapiens:ENSP00000385059	ga.aluf	EML4
H.sapiens:ENSP00000384939	ga.aluf	EML4
H.sapiens:ENSP00000400590	ga.aluf	EML4
H.sapiens:ENSP00000252699	ga.aluf	ACTN4
H.sapiens:ENSP00000439497	ga.aluf	ACTN4
H.sapiens:ENSP00000467190	ga.aluf	ACTN4
H.sapiens:ENSP00000465176	ga.aluf	ACTN4
H.sapiens:ENSP00000398393	ga.aluf	ACTN4
H.sapiens:ENSP00000411187	ga.aluf	ACTN4
H.sapiens:ENSP00000432008	ga.aluf	RIC8A
H.sapiens:ENSP00000432008	ga.aluf	RIC8A
H.sapiens:ENSP00000325941	ga.aluf	RIC8A
H.sapiens:ENSP00000325941	ga.aluf	RIC8A
H.sapiens:ENSP00000436610	ga.aluf	RIC8A
H.sapiens:ENSP00000436610	ga.aluf	RIC8A
H.sapiens:ENSP00000435167	ga.aluf	RIC8A
H.sapiens:ENSP00000435167	ga.aluf	RIC8A
H.sapiens:ENSP00000433968	ga.aluf	RIC8A
H.sapiens:ENSP00000433968	ga.aluf	RIC8A
H.sapiens:ENSP00000434833	ga.aluf	RIC8A
H.sapiens:ENSP00000434833	ga.aluf	RIC8A
H.sapiens:ENSP00000433009	ga.aluf	RIC8A
H.sapiens:ENSP00000433009	ga.aluf	RIC8A
H.sapiens:ENSP00000436192	ga.aluf	RIC8A
H.sapiens:ENSP00000436192	ga.aluf	RIC8A
H.sapiens:ENSP00000434896	ga.aluf	RIC8A
H.sapiens:ENSP00000434896	ga.aluf	RIC8A
H.sapiens:ENSP00000431163	ga.aluf	RIC8A
H.sapiens:ENSP00000431163	ga.aluf	RIC8A
H.sapiens:ENSP00000311469	ga.aluf	GSTM1
H.sapiens:ENSP00000358838	ga.aluf	GSTM1
H.sapiens:ENSP00000234981	ga.aluf	GSTM1
H.sapiens:ENSP00000456315	ga.aluf	GSTM1
H.sapiens:ENSP00000455929	ga.aluf	GSTM1
H.sapiens:ENSP00000358834	ga.aluf	GSTM1
H.sapiens:ENSP00000465940	ga.aluf	CYTH1
H.sapiens:ENSP00000466512	ga.aluf	CYTH1
H.sapiens:ENSP00000465665	ga.aluf	CYTH1
H.sapiens:ENSP00000389095	ga.aluf	CYTH1
H.sapiens:ENSP00000465252	ga.aluf	CYTH1
H.sapiens:ENSP00000465945	ga.aluf	CYTH1
H.sapiens:ENSP00000467052	ga.aluf	CYTH1
H.sapiens:ENSP00000468433	ga.aluf	CYTH1
H.sapiens:ENSP00000465530	ga.aluf	CYTH1
H.sapiens:ENSP00000466949	ga.aluf	CYTH1
H.sapiens:ENSP00000354398	ga.aluf	CYTH1
H.sapiens:ENSP00000363255	ga.aluf	RGS3
H.sapiens:ENSP00000312844	ga.aluf	RGS3
H.sapiens:ENSP00000340284	ga.aluf	RGS3
H.sapiens:ENSP00000363251	ga.aluf	RGS3
H.sapiens:ENSP00000418898	ga.aluf	RGS3
H.sapiens:ENSP00000420356	ga.aluf	RGS3
H.sapiens:ENSP00000363249	ga.aluf	RGS3
H.sapiens:ENSP00000417866	ga.aluf	RGS3
H.sapiens:ENSP00000417994	ga.aluf	RGS3
H.sapiens:ENSP00000436168	ga.aluf	RGS3
H.sapiens:ENSP00000259406	ga.aluf	RGS3
H.sapiens:ENSP00000378141	ga.aluf	RGS3
H.sapiens:ENSP00000343359	ga.aluf	RGS3
H.sapiens:ENSP00000268182	ga.aluf	IQGAP1
H.sapiens:ENSP00000453181	ga.aluf	IQGAP1
H.sapiens:ENSP00000452723	ga.aluf	IQGAP1
H.sapiens:ENSP00000264211	ga.aluf	EIF4G3
H.sapiens:ENSP00000473510	ga.aluf	EIF4G3
H.sapiens:ENSP00000349386	ga.aluf	EIF4G3
H.sapiens:ENSP00000395381	ga.aluf	EIF4G3
H.sapiens:ENSP00000396083	ga.aluf	EIF4G3
H.sapiens:ENSP00000383274	ga.aluf	EIF4G3
H.sapiens:ENSP00000364071	ga.aluf	EIF4G3
H.sapiens:ENSP00000364073	ga.aluf	EIF4G3
H.sapiens:ENSP00000444693	ga.aluf	EIF4G3
H.sapiens:ENSP00000442010	ga.aluf	EIF4G3
H.sapiens:ENSP00000444401	ga.aluf	EIF4G3
H.sapiens:ENSP00000364062	ga.aluf	EIF4G3
H.sapiens:ENSP00000470486	ga.aluf	HCFC1
H.sapiens:ENSP00000472054	ga.aluf	HCFC1
H.sapiens:ENSP00000472568	ga.aluf	HCFC1
H.sapiens:ENSP00000470791	ga.aluf	HCFC1
H.sapiens:LRG_474p1	ga.aluf	DDB1
H.sapiens:LRG_97p1	ga.aluf	RAC2
H.sapiens:ENSP00000288398	rac.gpp	TPM1
H.sapiens:ENSP00000351022	rac.gpp	TPM1
H.sapiens:ENSP00000452999	rac.gpp	TPM1
H.sapiens:ENSP00000385107	rac.gpp	TPM1
H.sapiens:ENSP00000453324	rac.gpp	TPM1
H.sapiens:ENSP00000350667	rac.gpp	TPM1
H.sapiens:ENSP00000452887	rac.gpp	TPM1
H.sapiens:ENSP00000453941	rac.gpp	TPM1
H.sapiens:ENSP00000452879	rac.gpp	TPM1
H.sapiens:ENSP00000267996	rac.gpp	TPM1
H.sapiens:ENSP00000453062	rac.gpp	TPM1
H.sapiens:ENSP00000453955	rac.gpp	TPM1
H.sapiens:ENSP00000452977	rac.gpp	TPM1
H.sapiens:ENSP00000334624	rac.gpp	TPM1
H.sapiens:ENSP00000384315	rac.gpp	TPM1
H.sapiens:ENSP00000453817	rac.gpp	TPM1
H.sapiens:ENSP00000453724	rac.gpp	TPM1
H.sapiens:ENSP00000452658	rac.gpp	TPM1
H.sapiens:ENSP00000322577	rac.gpp	TPM1
H.sapiens:ENSP00000453050	rac.gpp	TPM1
H.sapiens:ENSP00000453136	rac.gpp	TPM1
H.sapiens:ENSP00000452624	rac.gpp	TPM1
H.sapiens:ENSP00000453092	rac.gpp	TPM1
H.sapiens:ENSP00000452830	rac.gpp	TPM1
H.sapiens:ENSP00000416171	rac.gpp	EWSR1
H.sapiens:ENSP00000381031	rac.gpp	EWSR1
H.sapiens:ENSP00000406824	rac.gpp	EWSR1
H.sapiens:ENSP00000405947	rac.gpp	EWSR1
H.sapiens:ENSP00000385726	rac.gpp	EWSR1
H.sapiens:ENSP00000412670	rac.gpp	EWSR1
H.sapiens:ENSP00000395200	rac.gpp	EWSR1
H.sapiens:ENSP00000330516	rac.gpp	EWSR1
H.sapiens:ENSP00000400142	rac.gpp	EWSR1
H.sapiens:ENSP00000327456	rac.gpp	EWSR1
H.sapiens:ENSP00000393637	rac.gpp	EWSR1
H.sapiens:ENSP00000331699	rac.gpp	EWSR1
H.sapiens:ENSP00000353204	rac.gpp	EWSR1
H.sapiens:ENSP00000330896	rac.gpp	EWSR1
H.sapiens:ENSP00000296503	rac.gpp	HMGB2
H.sapiens:ENSP00000404912	rac.gpp	HMGB2
H.sapiens:ENSP00000393448	rac.gpp	HMGB2
H.sapiens:ENSP00000423001	rac.gpp	HMGB2
H.sapiens:ENSP00000446955	rac.gpp	MYL6
H.sapiens:ENSP00000446640	rac.gpp	MYL6
H.sapiens:ENSP00000293422	rac.gpp	MYL6
H.sapiens:ENSP00000301540	rac.gpp	MYL6
H.sapiens:ENSP00000449086	rac.gpp	MYL6
H.sapiens:ENSP00000446709	rac.gpp	MYL6
H.sapiens:ENSP00000441750	rac.gpp	MYL6
H.sapiens:ENSP00000446714	rac.gpp	MYL6
H.sapiens:ENSP00000446721	rac.gpp	MYL6
H.sapiens:ENSP00000446687	rac.gpp	MYL6
H.sapiens:ENSP00000450116	rac.gpp	MYL6
H.sapiens:ENSP00000448859	rac.gpp	MYL6
H.sapiens:ENSP00000448101	rac.gpp	MYL6
H.sapiens:ENSP00000448457	rac.gpp	MYL6
H.sapiens:ENSP00000249071	rac.gpp	RAC2
H.sapiens:ENSP00000385270	rac.gpp	RAC2
H.sapiens:ENSP00000385590	rac.gpp	RAC2
H.sapiens:ENSP00000403778	rac.gpp	RAC2
H.sapiens:ENSP00000385666	rac.gpp	RAC2
H.sapiens:ENSP00000254108	rac.gpp	FUS
H.sapiens:ENSP00000455073	rac.gpp	FUS
H.sapiens:ENSP00000369594	rac.gpp	FUS
H.sapiens:ENSP00000455282	rac.gpp	FUS
H.sapiens:ENSP00000371267	rac.gpp	YWHAQ
H.sapiens:ENSP00000238081	rac.gpp	YWHAQ
H.sapiens:ENSP00000398990	rac.gpp	YWHAQ
H.sapiens:ENSP00000447447	rac.gpp	KRT74
H.sapiens:ENSP00000307240	rac.gpp	KRT74
H.sapiens:ENSP00000274364	rac.gpp	IQGAP2
H.sapiens:ENSP00000274364	rac.gpp	IQGAP2
H.sapiens:ENSP00000423672	rac.gpp	IQGAP2
H.sapiens:ENSP00000423672	rac.gpp	IQGAP2
H.sapiens:ENSP00000421097	rac.gpp	IQGAP2
H.sapiens:ENSP00000421097	rac.gpp	IQGAP2
H.sapiens:ENSP00000422661	rac.gpp	IQGAP2
H.sapiens:ENSP00000422661	rac.gpp	IQGAP2
H.sapiens:ENSP00000379535	rac.gpp	IQGAP2
H.sapiens:ENSP00000379535	rac.gpp	IQGAP2
H.sapiens:ENSP00000425351	rac.gpp	IQGAP2
H.sapiens:ENSP00000425351	rac.gpp	IQGAP2
H.sapiens:ENSP00000426027	rac.gpp	IQGAP2
H.sapiens:ENSP00000426027	rac.gpp	IQGAP2
H.sapiens:ENSP00000423258	rac.gpp	IQGAP2
H.sapiens:ENSP00000423258	rac.gpp	IQGAP2
H.sapiens:ENSP00000421319	rac.gpp	IQGAP2
H.sapiens:ENSP00000421319	rac.gpp	IQGAP2
H.sapiens:ENSP00000425941	rac.gpp	IQGAP2
H.sapiens:ENSP00000425941	rac.gpp	IQGAP2
H.sapiens:ENSP00000442313	rac.gpp	IQGAP2
H.sapiens:ENSP00000442313	rac.gpp	IQGAP2
H.sapiens:ENSP00000425992	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000425992	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000422348	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000422348	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000369503	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000369503	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000422426	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000422426	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000264572	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000264572	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000426096	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000426096	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000386153	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000386153	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000424324	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000424324	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000407157	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000407157	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000424250	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000424250	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000421599	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000421599	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000386223	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000386223	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000340454	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000340454	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000421482	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000421482	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000475933	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000475933	rac.gpp	RAP1GDS1
H.sapiens:ENSP00000345236	rac.gpp	RHOC
H.sapiens:ENSP00000358656	rac.gpp	RHOC
H.sapiens:ENSP00000285735	rac.gpp	RHOC
H.sapiens:ENSP00000431392	rac.gpp	RHOC
H.sapiens:ENSP00000358652	rac.gpp	RHOC
H.sapiens:ENSP00000358651	rac.gpp	RHOC
H.sapiens:ENSP00000358650	rac.gpp	RHOC
H.sapiens:ENSP00000434310	rac.gpp	RHOC
H.sapiens:ENSP00000358646	rac.gpp	RHOC
H.sapiens:ENSP00000390823	rac.gpp	RHOC
H.sapiens:ENSP00000436240	rac.gpp	RHOC
H.sapiens:ENSP00000399424	rac.gpp	RHOC
H.sapiens:ENSP00000432209	rac.gpp	RHOC
H.sapiens:ENSP00000434877	rac.gpp	RHOC
H.sapiens:ENSP00000395791	rac.gpp	RHOC
H.sapiens:ENSP00000358647	rac.gpp	RHOC
H.sapiens:ENSP00000268182	rac.gpp	IQGAP1
H.sapiens:ENSP00000453181	rac.gpp	IQGAP1
H.sapiens:ENSP00000452723	rac.gpp	IQGAP1
H.sapiens:LRG_97p1	rac.gpp	RAC2
H.sapiens:ENSP00000455145	ga.gpp	FAM65B
H.sapiens:ENSP00000259698	ga.gpp	FAM65B
H.sapiens:ENSP00000367262	ga.gpp	FAM65B
H.sapiens:ENSP00000441138	ga.gpp	FAM65B
H.sapiens:ENSP00000441305	ga.gpp	FAM65B
H.sapiens:ENSP00000438425	ga.gpp	FAM65B
H.sapiens:ENSP00000261366	ga.gpp	LMNB1
H.sapiens:ENSP00000378761	ga.gpp	LMNB1
H.sapiens:ENSP00000310226	ga.gpp	RAB1B
H.sapiens:ENSP00000435195	ga.gpp	RAB1B
H.sapiens:ENSP00000455567	ga.gpp	RAB11A
H.sapiens:ENSP00000261890	ga.gpp	RAB11A
H.sapiens:ENSP00000454381	ga.gpp	RAB11A
H.sapiens:ENSP00000456638	ga.gpp	RAB11A
H.sapiens:ENSP00000456420	ga.gpp	RAB11A
H.sapiens:ENSP00000454673	ga.gpp	RAB11A
H.sapiens:ENSP00000405767	ga.gpp	RAB11A
H.sapiens:ENSP00000221222	ga.gpp	HOMER3
H.sapiens:ENSP00000439937	ga.gpp	HOMER3
H.sapiens:ENSP00000376162	ga.gpp	HOMER3
H.sapiens:ENSP00000469800	ga.gpp	HOMER3
H.sapiens:ENSP00000471835	ga.gpp	HOMER3
H.sapiens:ENSP00000446026	ga.gpp	HOMER3
H.sapiens:ENSP00000472815	ga.gpp	HOMER3
H.sapiens:ENSP00000470659	ga.gpp	HOMER3
H.sapiens:ENSP00000472800	ga.gpp	HOMER3
H.sapiens:ENSP00000396154	ga.gpp	HOMER3
H.sapiens:ENSP00000348150	ga.gpp	HOMER3
H.sapiens:ENSP00000424293	ga.gpp	RASA2
H.sapiens:ENSP00000286364	ga.gpp	RASA2
H.sapiens:ENSP00000391677	ga.gpp	RASA2
H.sapiens:ENSP00000229340	ga.gpp	RAB35
H.sapiens:ENSP00000442555	ga.gpp	RAB35
H.sapiens:ENSP00000441883	ga.gpp	RAB35
H.sapiens:ENSP00000443994	ga.gpp	RAB35
H.sapiens:ENSP00000399317	ga.gpp	RAB35
H.sapiens:ENSP00000407165	ga.gpp	ACSL1
H.sapiens:ENSP00000381339	ga.gpp	GNAT3
H.sapiens:ENSP00000422607	ga.gpp	ACSL1
