Ensembl Protein ID	HGNC ID(s)	UniProt/SwissProt Accession	UniProt/SwissProt ID
ENSP00000467029	29300	Q63ZY3	KANK2_HUMAN
ENSP00000431726	20892		
ENSP00000347240	16084	Q7Z4I7	LIMS2_HUMAN
ENSP00000421892	5244		
ENSP00000462809	9675		
ENSP00000405120	10782		
ENSP00000434410	20892		
ENSP00000436775	2773	O76075	DFFB_HUMAN
ENSP00000386637	16084	Q7Z4I7	LIMS2_HUMAN
ENSP00000362070	17029	O95905	SGT1_HUMAN
ENSP00000431930	20892		
ENSP00000468409	29300		
ENSP00000411159	10782		
ENSP00000382933	9675		
ENSP00000366559	18519		
ENSP00000387608	9675		
ENSP00000345270	7046	Q09327	MGAT3_HUMAN
ENSP00000468490	29300		
ENSP00000429855	26359		
ENSP00000387002	16084	Q7Z4I7	LIMS2_HUMAN
ENSP00000416226	7046		
ENSP00000415273			
ENSP00000420564	20892	Q6JVE6	LCN10_HUMAN
ENSP00000465914	29300		
ENSP00000408075	7046		
ENSP00000463688	2773		
ENSP00000369965	1125	P20290	BTF3_HUMAN
ENSP00000433778	17029		
ENSP00000386570	16084	Q7Z4I7	LIMS2_HUMAN
ENSP00000462175	2773		
ENSP00000464861	29300		
ENSP00000313007	8554	P11940	PABP1_HUMAN
ENSP00000343218	2773	O76075	DFFB_HUMAN
ENSP00000341961	18523	Q6VB84	FX4L3_HUMAN
ENSP00000236412	9296	Q12972	PP1R8_HUMAN
ENSP00000395786	17029	O95905	SGT1_HUMAN
ENSP00000420978	1125		
ENSP00000367448	2773		
ENSP00000353769	30403	Q9H7N4	SFR19_HUMAN
ENSP00000428114	26359		
ENSP00000443794	16084	Q7Z4I7	LIMS2_HUMAN
ENSP00000463704	2773		
ENSP00000425490	1125		
ENSP00000473210	30403		
ENSP00000429594	8554		
ENSP00000395650	29300	Q63ZY3	KANK2_HUMAN
ENSP00000401566	17029	O95905	SGT1_HUMAN
ENSP00000472649	30403		
ENSP00000347276	29300	Q63ZY3	KANK2_HUMAN
ENSP00000464317	7573	P11055	MYH3_HUMAN
ENSP00000388611	16084		
ENSP00000348535	12876	Q9NY26	S39A1_HUMAN
ENSP00000462770	2773		
ENSP00000472276	30403		
ENSP00000317859	11905	O14763	TR10B_HUMAN
ENSP00000339524	2773	O76075	DFFB_HUMAN
ENSP00000386907	16084	Q7Z4I7	LIMS2_HUMAN
ENSP00000429395	8554		
ENSP00000367457	2773	O76075	DFFB_HUMAN
ENSP00000391367	17029		
ENSP00000345906	2773		
ENSP00000264811	12335	Q13507	TRPC3_HUMAN
ENSP00000363042	9296	Q12972	PP1R8_HUMAN
ENSP00000263754	8638	Q92831	KAT2B_HUMAN
ENSP00000335560	30275	Q86VW2	ARHGP_HUMAN
ENSP00000416288	17029		
ENSP00000410206	9296		
ENSP00000428948	8554		
ENSP00000427999	11905		
ENSP00000286494	30275	Q86VW2	ARHGP_HUMAN
ENSP00000428030	8554		
ENSP00000226209	7573	P11055	MYH3_HUMAN
ENSP00000357612	12876	Q9NY26	S39A1_HUMAN
ENSP00000368966	12335	Q13507	TRPC3_HUMAN
ENSP00000428840	8554		
ENSP00000433775			
ENSP00000355687	4693	Q16774	KGUA_HUMAN
ENSP00000423866	12335		
ENSP00000443817	17728		
ENSP00000428190	8554		
ENSP00000365938	15664	Q9NYU1	UGGG2_HUMAN
ENSP00000437629	14707	Q8NGC5	OR6J1_HUMAN
ENSP00000463856			
ENSP00000426899	12335		
ENSP00000409648	22229	Q8NF64	ZMIZ2_HUMAN
ENSP00000422214	12335		
ENSP00000468634			
ENSP00000339621	17337	P62502	LCN6_HUMAN
ENSP00000348645	26359	A1KZ92	PXDNL_HUMAN
ENSP00000415501	22229		
ENSP00000429475	5244		
ENSP00000331298	28438	Q8IYN6	UBAD2_HUMAN
ENSP00000443386	11905		
ENSP00000352135	45	P21439	MDR3_HUMAN
ENSP00000317659	4693	Q16774	KGUA_HUMAN
ENSP00000468337	17337		
ENSP00000357610	12876	Q9NY26	S39A1_HUMAN
ENSP00000237353	17728	Q8TBY8	PMFBP_HUMAN
ENSP00000417335	10250	Q9HCK4	ROBO2_HUMAN
ENSP00000421311	5244		
ENSP00000379674	8908	Q15124	PGM5_HUMAN
ENSP00000427805	8554		
ENSP00000462505			
ENSP00000468297	28438		
ENSP00000444865	26359	A1KZ92	PXDNL_HUMAN
ENSP00000473268	10250		
ENSP00000463020			
ENSP00000466518	28438		
ENSP00000462855			
ENSP00000454299	17151		
ENSP00000423759	5244		
ENSP00000265723	45	P21439	MDR3_HUMAN
ENSP00000427914	8554		
ENSP00000379895	4175	P50440	GATM_HUMAN
ENSP00000464604			
ENSP00000420944	5244		
ENSP00000462533			
ENSP00000311778	22229	Q8NF64	ZMIZ2_HUMAN
ENSP00000392983	45	P21439	MDR3_HUMAN
ENSP00000300688	14247	O75964	ATP5L_HUMAN
ENSP00000379678	8908	Q15124	PGM5_HUMAN
ENSP00000462744			
ENSP00000417164	10250	Q9HCK4	ROBO2_HUMAN
ENSP00000394864	8908		
ENSP00000429892	8554		
ENSP00000406820	22229		
ENSP00000425598	5244		
ENSP00000459636	4656	Q13888	TF2H2_HUMAN
ENSP00000430159	8554		
ENSP00000396601	22229		
ENSP00000459064	4656		
ENSP00000393988	10937		
ENSP00000327536	10250		
ENSP00000423098	5244		
ENSP00000355689	4693	Q16774	KGUA_HUMAN
ENSP00000454008	4175	P50440	GATM_HUMAN
ENSP00000368364	17728		
ENSP00000380743	15664		
ENSP00000429119	8554		
ENSP00000458297	4656	Q13888	TF2H2_HUMAN
ENSP00000359982	25374	Q8N6S4	AN13C_HUMAN
ENSP00000439564	17728		
ENSP00000394511	45		
ENSP00000430012	8554		
ENSP00000460554	4656		
ENSP00000265346	22229	Q8NF64	ZMIZ2_HUMAN
ENSP00000444953	17728		
ENSP00000453781	4175		
ENSP00000365904	15664		
ENSP00000176763	11388	O94804	STK10_HUMAN
ENSP00000459865	4656		
ENSP00000351172	45	P21439	MDR3_HUMAN
ENSP00000434865	14247		
ENSP00000440941	17728		
ENSP00000418117	10250		
ENSP00000429790	8554		
ENSP00000314897	485	O15123	ANGP2_HUMAN
ENSP00000365902	15664		
ENSP00000262346	25374	Q8N6S4	AN13C_HUMAN
ENSP00000453151	4175		
ENSP00000437465	45	P21439	MDR3_HUMAN
ENSP00000428937	8554		
ENSP00000401832	4693		
ENSP00000453860	4175		
ENSP00000418344	10250		
ENSP00000385110	25979		
ENSP00000366528	28537	Q8N6L7	TM252_HUMAN
ENSP00000355684	4693		
ENSP00000453087	4175		
ENSP00000428806	11388		
ENSP00000428749	8554		
ENSP00000418190	10250		
ENSP00000445997	12879		
ENSP00000457278	10937		
ENSP00000460467	4656		
ENSP00000439841	17728		
ENSP00000343517	485	O15123	ANGP2_HUMAN
ENSP00000429032	8554		
ENSP00000452971	4175		
ENSP00000309710	12876	Q9NY26	S39A1_HUMAN
ENSP00000471178			
ENSP00000219097	17151	Q9Y5N6	ORC6_HUMAN
ENSP00000418446	10250		
ENSP00000365895	19134	Q8IZP7	H6ST3_HUMAN
ENSP00000438232	12879		
ENSP00000440755	17728		
ENSP00000360753	27038	Q6JVE9	LCN8_HUMAN
ENSP00000253079	30723	Q6P9F0	CCD62_HUMAN
ENSP00000355683	4693		
ENSP00000428023	485		
ENSP00000417471	10250		
ENSP00000397072	16966		
ENSP00000347854	17728	Q8TBY8	PMFBP_HUMAN
ENSP00000376236	30723	Q6P9F0	CCD62_HUMAN
ENSP00000469046			
ENSP00000404096	25979		
ENSP00000308895	10937	P41440	S19A1_HUMAN
ENSP00000457282	17151		
ENSP00000404375	10359		
ENSP00000400782	485	O15123	ANGP2_HUMAN
ENSP00000403664	4693		
ENSP00000341471	30723	Q6P9F0	CCD62_HUMAN
ENSP00000369347	10937	P41440	S19A1_HUMAN
ENSP00000392950	12876		
ENSP00000355682	4693		
ENSP00000397659	10359		
ENSP00000456981	17151		
ENSP00000439893	30723		
ENSP00000327124	25979	Q9NQG6	MID51_HUMAN
ENSP00000414723	22229	Q8NF64	ZMIZ2_HUMAN
ENSP00000216962	9723	P11216	PYGB_HUMAN
ENSP00000445045	30723	Q6P9F0	CCD62_HUMAN
ENSP00000401850	10937		
ENSP00000323355	26366	Q17R55	F187B_HUMAN
ENSP00000395451	9723		
ENSP00000392229	12876		
ENSP00000376235	30723	Q6P9F0	CCD62_HUMAN
ENSP00000248211	12879	P21506	ZNF10_HUMAN
ENSP00000411345	10937		
ENSP00000385191	25979	Q9NQG6	MID51_HUMAN
ENSP00000412274	13919		
ENSP00000361940	10359		
ENSP00000405208	4934		
ENSP00000298440	4531	Q96P68	OXGR1_HUMAN
ENSP00000443607	12879		
ENSP00000407717	12876		
ENSP00000435780	10937		
ENSP00000390029	25979		
ENSP00000407604	4693		
ENSP00000313833	33777	Q6UWW0	LCN15_HUMAN
ENSP00000438800	4531	Q96P68	OXGR1_HUMAN
ENSP00000316329	21088	Q86SK9	SCD5_HUMAN
ENSP00000441772	10937	P41440	S19A1_HUMAN
ENSP00000473451	10359		
ENSP00000426331	21060		
ENSP00000441339	12879		
ENSP00000413730	25979		
ENSP00000445269	4531		
ENSP00000355679	4693	Q16774	KGUA_HUMAN
ENSP00000273908	21088	Q86SK9	SCD5_HUMAN
ENSP00000320566	14587	Q9NXR8	ING3_HUMAN
ENSP00000437356	4531		
ENSP00000472487			
ENSP00000414016	4934		
ENSP00000446503	10359	P83881	RL36A_HUMAN
ENSP00000393814	12879	P21506	ZNF10_HUMAN
ENSP00000282709	21088		
ENSP00000457205	33753	Q2T9L4	CO059_HUMAN
ENSP00000384893	12879		
ENSP00000355677	4693	Q16774	KGUA_HUMAN
ENSP00000381247	34530	A8MZ26	EFCB9_HUMAN
ENSP00000437397	12879		
ENSP00000341697	14587	Q9NXR8	ING3_HUMAN
ENSP00000452799	33753		
ENSP00000414148	13919		
ENSP00000404018	4934	P28067	DMA_HUMAN
ENSP00000354815	4906	Q9XRX5	HHLA3_HUMAN
ENSP00000329558	21060	Q8TAA5	GRPE2_HUMAN
ENSP00000369150	33753	Q2T9L4	CO059_HUMAN
ENSP00000410406	14587	Q9NXR8	ING3_HUMAN
ENSP00000397302	21060		
ENSP00000290079	28211	Q96I45	TM141_HUMAN
ENSP00000388586	13920		
ENSP00000395719	14587	Q9NXR8	ING3_HUMAN
ENSP00000358789	23664	Q5TCZ1	SPD2A_HUMAN
ENSP00000352938	4906	Q9XRX5	HHLA3_HUMAN
ENSP00000409144	4934		
ENSP00000388506	14587		
ENSP00000331748	31332	Q6IQ22	RAB12_HUMAN
ENSP00000398728	4934		
ENSP00000262765	25326	Q9H0J4	QRIC2_HUMAN
ENSP00000377381	24463	Q8WUN7	UBTD2_HUMAN
ENSP00000432048	4906	Q9XRX5	HHLA3_HUMAN
ENSP00000443632	12876		
ENSP00000395781	23664		
ENSP00000379434	19741	Q9NXS3	KLH28_HUMAN
ENSP00000394461	25326		
ENSP00000384587	786	P18848	ATF4_HUMAN
ENSP00000285518	20886	Q9NUQ2	PLCE_HUMAN
ENSP00000388687	13920		
ENSP00000392664	23664		
ENSP00000347193	19741		
ENSP00000336790	786	P18848	ATF4_HUMAN
ENSP00000462025	19741		
ENSP00000430016	20886		
ENSP00000375738	4693	Q16774	KGUA_HUMAN
ENSP00000348215	23664	Q5TCZ1	SPD2A_HUMAN
ENSP00000452061	19741		
ENSP00000432679	25326		
ENSP00000359978	4906	Q9XRX5	HHLA3_HUMAN
ENSP00000279550	2428	P16989	YBOX3_HUMAN
ENSP00000476927			
ENSP00000430751	20886		
ENSP00000379912	786	P18848	ATF4_HUMAN
ENSP00000390293	13920		
ENSP00000452591	19741		
ENSP00000431678	4906	Q9XRX5	HHLA3_HUMAN
ENSP00000433329	25326		
ENSP00000443663	23664		
ENSP00000428152	20886		
ENSP00000450788	19741		
ENSP00000359873	19133	Q96MM7	H6ST2_HUMAN
ENSP00000468908			
ENSP00000358703	21390	Q5TAB7	RIPP2_HUMAN
ENSP00000409855	13920		
ENSP00000434063	4906		
ENSP00000425701	27960		
ENSP00000418374	23115		
ENSP00000228251	2428	P16989	YBOX3_HUMAN
ENSP00000414105	13920		
ENSP00000441514	23664		
ENSP00000395155	4906		
ENSP00000358701	21390	Q5TAB7	RIPP2_HUMAN
ENSP00000412339	13920		
ENSP00000363035	16839	Q5TEJ8	THMS2_HUMAN
ENSP00000355675	17494	Q5T442	CXG2_HUMAN
ENSP00000402133	13920		
ENSP00000429473	19133	Q96MM7	H6ST2_HUMAN
ENSP00000413618	13920		
ENSP00000393547	13920		
ENSP00000424205	16966	Q15326	ZMY11_HUMAN
ENSP00000297439	2766	P60022	DEFB1_HUMAN
ENSP00000355674	32062	B1ANH7	IBAS1_HUMAN
ENSP00000391754	13920		
ENSP00000363037	16839	Q5TEJ8	THMS2_HUMAN
ENSP00000353739	30483	Q96MG8	PCMD1_HUMAN
ENSP00000359870	19133		
ENSP00000392414	16839		
ENSP00000384013	19133		
ENSP00000273668	23115	Q96CJ1	EAF2_HUMAN
ENSP00000413725	16839		
ENSP00000439325	28536		
ENSP00000410708	23115		
ENSP00000392320	23457		
ENSP00000419552	23115		
ENSP00000297436	2765	Q01524	DEF6_HUMAN
ENSP00000399947	23457	P0C7U2	ASA2C_HUMAN
ENSP00000300504	28536	Q8IYX1	TBC21_HUMAN
ENSP00000305302	27960	Q695T7	S6A19_HUMAN
ENSP00000428099	30483	Q96MG8	PCMD1_HUMAN
ENSP00000457096	28536		
ENSP00000430340	30483		
ENSP00000430890	29242		
ENSP00000441447	2428		
ENSP00000447103			
ENSP00000398968	9975		
ENSP00000355672	27302	Q5T440	CAF17_HUMAN
ENSP00000363031	16839	Q5TEJ8	THMS2_HUMAN
ENSP00000371003	16966	Q15326	ZMY11_HUMAN
ENSP00000428076	29242		
ENSP00000446649			
ENSP00000410163	9975		
ENSP00000447982			
ENSP00000430168	30483		
ENSP00000367007	17256	Q9P1U1	ARP3B_HUMAN
ENSP00000297435	2763	P12838	DEF4_HUMAN
ENSP00000407693	9975		
ENSP00000385484	16966		
ENSP00000437347	27302		
ENSP00000444026	30483		
ENSP00000448718			
ENSP00000386010	16966		
ENSP00000309714	29242	A1X283	SPD2B_HUMAN
ENSP00000299543	2498	Q9Y5B0	CTDP1_HUMAN
ENSP00000398049	16839		
ENSP00000450043			
ENSP00000380726	16746	Q5VZF2	MBNL2_HUMAN
ENSP00000419222	28236		
ENSP00000473321	16966	Q15326	ZMY11_HUMAN
ENSP00000372139	2761	P59665	DEF1_HUMAN
ENSP00000447283			
ENSP00000386974	48349		
ENSP00000295012	32047	Q96MR7	CA145_HUMAN
ENSP00000381046	16966		
ENSP00000329862	16839	Q5TEJ8	THMS2_HUMAN
ENSP00000372126	2761	P59665	DEF1_HUMAN
ENSP00000386655	48349		
ENSP00000435112	32047		
ENSP00000457827	6665		
ENSP00000370996	16966		
ENSP00000461823	10917		
ENSP00000075430	2498	Q9Y5B0	CTDP1_HUMAN
ENSP00000372870	13941	Q53GD3	CTL4_HUMAN
ENSP00000435815		Q9BRP9	YK016_HUMAN
ENSP00000452959	16966	Q15326	ZMY11_HUMAN
ENSP00000392054	13941		
ENSP00000465119	2498		
ENSP00000458829	10917	Q13183	S13A2_HUMAN
ENSP00000338823	32047	Q96MR7	CA145_HUMAN
ENSP00000403398	9975		
ENSP00000403898	28450		
ENSP00000467563	2498		
ENSP00000396844	9975		
ENSP00000256001	17256	Q9P1U1	ARP3B_HUMAN
ENSP00000414547	28450		
ENSP00000462800	10917		
ENSP00000462394	10917		
ENSP00000432422	16746		
ENSP00000464229	10917		
ENSP00000265382	8995	O14986	PI51B_HUMAN
ENSP00000385328	18505	Q68DV7	RNF43_HUMAN
ENSP00000372136	33596	P59665	DEF1_HUMAN
ENSP00000380452	17256	Q9P1U1	ARP3B_HUMAN
ENSP00000449418			
ENSP00000381053	16966	Q15326	ZMY11_HUMAN
ENSP00000462502	18505	Q68DV7	RNF43_HUMAN
ENSP00000463069	18505	Q68DV7	RNF43_HUMAN
ENSP00000443526	33596	P59665	DEF1_HUMAN
ENSP00000381050	16966	Q15326	ZMY11_HUMAN
ENSP00000366498	8995		
ENSP00000309992	16966	Q15326	ZMY11_HUMAN
ENSP00000261921	6665	Q08397	LOXL1_HUMAN
ENSP00000462764	18505	Q68DV7	RNF43_HUMAN
ENSP00000398587	8995		
ENSP00000371020	16966		
ENSP00000267287	16746	Q5VZF2	MBNL2_HUMAN
ENSP00000395249	28450	Q8NC44	F134A_HUMAN
ENSP00000411477	8995		
ENSP00000371017	16966	Q15326	ZMY11_HUMAN
ENSP00000404202	16746		
ENSP00000463716	18505	Q68DV7	RNF43_HUMAN
ENSP00000449518	13941	Q53GD3	CTL4_HUMAN
ENSP00000310127	6118	Q14653	IRF3_HUMAN
ENSP00000446157	17256	Q9P1U1	ARP3B_HUMAN
ENSP00000435778	8995	O14986	PI51B_HUMAN
ENSP00000462447	18505		
ENSP00000306760	28302	Q96CN5	LRC45_HUMAN
ENSP00000438082	8995		
ENSP00000338013	28236	Q5T5S1	K1984_HUMAN
ENSP00000449180	13941	Q53GD3	CTL4_HUMAN
ENSP00000470431	6118		
ENSP00000252050	15982	Q8IWT3	CUL9_HUMAN
ENSP00000344214	16746	Q5VZF2	MBNL2_HUMAN
ENSP00000333948	28749	Q86WX3	AROS_HUMAN
ENSP00000273048	28450		
ENSP00000365861	16746	Q5VZF2	MBNL2_HUMAN
ENSP00000441969	18505	Q68DV7	RNF43_HUMAN
ENSP00000438461	16966		
ENSP00000462276	28302		
ENSP00000394606	28450		
ENSP00000328359	2762	P59666	DEF3_HUMAN
ENSP00000371015	16966		
ENSP00000399261	28450		
ENSP00000339353	2324	Q10570	CPSF1_HUMAN
ENSP00000399304	28749		
ENSP00000391284	28450		
ENSP00000406842	16746		
ENSP00000285848	8526		
ENSP00000377807	23490	Q96E09	F122A_HUMAN
ENSP00000462928	28302		
ENSP00000329890	2764	Q01523	DEF5_HUMAN
ENSP00000411247	28450		
ENSP00000407984	12647		
ENSP00000376544	1699	P40259	CD79B_HUMAN
ENSP00000366488	9382	P22612	KAPCG_HUMAN
ENSP00000468911	6118		
ENSP00000439587	16966		
ENSP00000474623	8526		
ENSP00000423292	16822		
ENSP00000245304	9861	P10114	RAP2A_HUMAN
ENSP00000436462	9861		
ENSP00000006750	1699	P40259	CD79B_HUMAN
ENSP00000383020	37134	A8MUZ8	Z705G_HUMAN
ENSP00000389240	8526		
ENSP00000445477	37134	A8MUZ8	Z705G_HUMAN
ENSP00000435761	2324		
ENSP00000471896	6118	Q14653	IRF3_HUMAN
ENSP00000396596	8526		
ENSP00000472569	29572	Q86X29	LSR_HUMAN
ENSP00000263864	12647	Q9BV40	VAMP8_HUMAN
ENSP00000417132	950	Q92560	BAP1_HUMAN
ENSP00000387601	8526		
ENSP00000408937	10521		
ENSP00000387094	12647		
ENSP00000245862	1699	P40259	CD79B_HUMAN
ENSP00000366344	6118	Q14653	IRF3_HUMAN
ENSP00000361730	15982		
ENSP00000418320	950		
ENSP00000424598	30193	O15263	DFB4A_HUMAN
ENSP00000469113	6118	Q14653	IRF3_HUMAN
ENSP00000296288	950		
ENSP00000350740	8526	Q15070	OXA1L_HUMAN
ENSP00000305494	28762	Q9BVQ7	SPA5L_HUMAN
ENSP00000420647	950		
ENSP00000470436	6118		
ENSP00000421116	15982		
ENSP00000359976	2501	P32929	CGL_HUMAN
ENSP00000453406	28762	Q9BVQ7	SPA5L_HUMAN
ENSP00000324633	31702	P81534	D103A_HUMAN
ENSP00000471358	6118	Q14653	IRF3_HUMAN
ENSP00000472601	6118		
ENSP00000354575	29572	Q86X29	LSR_HUMAN
ENSP00000459278	15868		
ENSP00000436823	28762	Q9BVQ7	SPA5L_HUMAN
ENSP00000472700	6118	Q14653	IRF3_HUMAN
ENSP00000366482	3951	Q16595	FRDA_HUMAN
ENSP00000471486	29572		
ENSP00000470512	6118	Q14653	IRF3_HUMAN
ENSP00000311554	2501	P32929	CGL_HUMAN
ENSP00000453091	28762		
ENSP00000355045	19959	Q9Y4F4	F179B_HUMAN
ENSP00000470069	6118		
ENSP00000425649	15982		
ENSP00000431242	28762		
ENSP00000354034	29572	Q86X29	LSR_HUMAN
ENSP00000419709	950		
ENSP00000274569	28477	Q8NBM8	PCYXL_HUMAN
ENSP00000379652	3951	Q16595	FRDA_HUMAN
ENSP00000417776	950		
ENSP00000472582	6118		
ENSP00000418015	3951		
ENSP00000413407	2501	P32929	CGL_HUMAN
ENSP00000473128	6118		
ENSP00000422063	28477		
ENSP00000419243	3951		
ENSP00000346976	29572	Q86X29	LSR_HUMAN
ENSP00000346490	15982	Q8IWT3	CUL9_HUMAN
ENSP00000379650	3951	Q16595	FRDA_HUMAN
ENSP00000472223	6118		
ENSP00000315654	6249	Q9UJ96	KCNG2_HUMAN
ENSP00000296785	13208	Q9H9E1	ANRA2_HUMAN
ENSP00000363046	20739	Q8NFU5	IPMK_HUMAN
ENSP00000460380	12629	P35125	UBP6_HUMAN
ENSP00000469067	6118		
ENSP00000396772	2460		
ENSP00000471517	6118		
ENSP00000426091	28477	Q8NBM8	PCYXL_HUMAN
ENSP00000427166	28477	Q8NBM8	PCYXL_HUMAN
ENSP00000471402	6118		
ENSP00000416540	13919		
ENSP00000422643	13208		
ENSP00000360268	9722	P54886	P5CS_HUMAN
ENSP00000473176	6118		
ENSP00000262627	29572	Q86X29	LSR_HUMAN
ENSP00000223129	10291	P35244	RFA3_HUMAN
ENSP00000428512	28477		
ENSP00000474797	29572		
ENSP00000451829	19959	Q9Y4F4	F179B_HUMAN
ENSP00000400188	2460	P67870	CSK2B_HUMAN
ENSP00000413327	13919	P46379	BAG6_HUMAN
ENSP00000384652	10291		
ENSP00000360265	9722	P54886	P5CS_HUMAN
ENSP00000472154	29572		
ENSP00000379914	10291	P35244	RFA3_HUMAN
ENSP00000470140	6118		
ENSP00000323549	26441	Q96N87	S6A18_HUMAN
ENSP00000470630	29572		
ENSP00000415330	13919		
ENSP00000385383	10291		
ENSP00000437154	14534		
ENSP00000473232	6118		
ENSP00000354917	19959		
ENSP00000386444	10521	P10523	ARRS_HUMAN
ENSP00000461817	12629		
ENSP00000432257	14534		
ENSP00000470905	6118		
ENSP00000451141	19959		
ENSP00000417222	2299	P15086	CBPB1_HUMAN
ENSP00000451013	19959		
ENSP00000419114	2299		
ENSP00000394479	29572		
ENSP00000313243	26862	Q4G112	HSF5_HUMAN
ENSP00000461581	12629	P35125	UBP6_HUMAN
ENSP00000417117	2299		
ENSP00000366339	6118	Q14653	IRF3_HUMAN
ENSP00000441682	9570		
ENSP00000419427	2299		
ENSP00000296821	26441		
ENSP00000352797	14534		
ENSP00000450465	19959		
ENSP00000383168	8651	P57721	PCBP3_HUMAN
ENSP00000250066	12629	P35125	UBP6_HUMAN
ENSP00000354411	14534		
ENSP00000371668	19959	Q9Y4F4	F179B_HUMAN
ENSP00000400378	6118	Q14653	IRF3_HUMAN
ENSP00000317310	1384	Q9NZU7	CABP1_HUMAN
ENSP00000409475	10521		
ENSP00000467580	9570		
ENSP00000305647	12646	O95183	VAMP5_HUMAN
ENSP00000402441	13919		
ENSP00000404733	10521		
ENSP00000406001	13919		
ENSP00000288616	1384	Q9NZU7	CABP1_HUMAN
ENSP00000409510	2460	P67870	CSK2B_HUMAN
ENSP00000297498	14534	Q08648	SG11B_HUMAN
ENSP00000383165	8651	P57721	PCBP3_HUMAN
ENSP00000398389	13919		
ENSP00000407379	2460	P67870	CSK2B_HUMAN
ENSP00000417085	10921	Q16348	S15A2_HUMAN
ENSP00000251166	26161	P57737	CORO7_HUMAN
ENSP00000324775	30800	Q8NEW7	TMIE_HUMAN
ENSP00000398550	14534	Q08648	SG11B_HUMAN
ENSP00000288615	1384	Q9NZU7	CABP1_HUMAN
ENSP00000294618	19189	Q96HP0	DOCK6_HUMAN
ENSP00000383164	8651	P57721	PCBP3_HUMAN
ENSP00000413422	13919		
ENSP00000282957	2299	P15086	CBPB1_HUMAN
ENSP00000383163	8651	P57721	PCBP3_HUMAN
ENSP00000404299	13919		
ENSP00000398959	1384		
ENSP00000328010	12629	P35125	UBP6_HUMAN
ENSP00000431230	14534	Q08648	SG11B_HUMAN
ENSP00000468291	19189		
ENSP00000295605	10921	Q16348	S15A2_HUMAN
ENSP00000468638	19189		
ENSP00000365725	15868	Q8N2K0	ABD12_HUMAN
ENSP00000414815	13919		
ENSP00000350188	26188		
ENSP00000392889	10521		
ENSP00000418704	10921		
ENSP00000448986	8651		
ENSP00000381480	14534		
ENSP00000403436	13919		
ENSP00000467231	19189		
ENSP00000264664	3666	O15520	FGF10_HUMAN
ENSP00000400641	13919		
ENSP00000470650			
ENSP00000322591	14534	Q08648	SG11B_HUMAN
ENSP00000383160	8651		
ENSP00000380880	26188	Q8N2U9	PQLC1_HUMAN
ENSP00000426406	3666		
ENSP00000406240	13919		
ENSP00000341408	15868	Q8N2K0	ABD12_HUMAN
ENSP00000383159	8651		
ENSP00000405607	13919		
ENSP00000459121	15868		
ENSP00000467191	19189		
ENSP00000339136	5174	Q7Z444	RASE_HUMAN
ENSP00000394111	13919		
ENSP00000315627	26188		
ENSP00000465767	19189		
ENSP00000305473	12629	P35125	UBP6_HUMAN
ENSP00000414702	13919		
ENSP00000466794	9570	P61289	PSME3_HUMAN
ENSP00000401198	8651	P57721	PCBP3_HUMAN
ENSP00000404703	13919		
ENSP00000466423	26188		
ENSP00000459495	15868		
ENSP00000407297	13919		
ENSP00000460950	15868		
ENSP00000466451	9570		
ENSP00000429797	35422	A8MQ27	NEU1B_HUMAN
ENSP00000465546	26188	Q8N2U9	PQLC1_HUMAN
ENSP00000403270	23463	Q5VTM2	AGAP9_HUMAN
ENSP00000401218	13919		
ENSP00000372290	16822	P78312	F193A_HUMAN
ENSP00000413311	15868		
ENSP00000408125	13919		
ENSP00000430001	35422	A8MQ27	NEU1B_HUMAN
ENSP00000321556	19189		
ENSP00000460249	15868		
ENSP00000218230	17301	Q9UHG2	PCSK1_HUMAN
ENSP00000396454	23463	Q5VTM2	AGAP9_HUMAN
ENSP00000423852	16822	P78312	F193A_HUMAN
ENSP00000358695	20147	Q7L1T6	NB5R4_HUMAN
ENSP00000433031	24703		
ENSP00000358815	35422	A8MQ27	NEU1B_HUMAN
ENSP00000409487	9570		
ENSP00000358693	20147		
ENSP00000467705	26188		
ENSP00000324587	16822	P78312	F193A_HUMAN
ENSP00000404578	13919		
ENSP00000268489	777	Q15911	ZFHX3_HUMAN
ENSP00000466491	26188		
ENSP00000468427	26188		
ENSP00000465743	9570		
ENSP00000468210	26188		
ENSP00000438926	777	Q15911	ZFHX3_HUMAN
ENSP00000466945	9570		
ENSP00000449636	13919		
ENSP00000407749	23590	B3EWG6	FM25G_HUMAN
ENSP00000427505	16822	P78312	F193A_HUMAN
ENSP00000322191	26165	Q8WTQ1	D104A_HUMAN
ENSP00000387221	26188		
ENSP00000311134	24703	Q3YEC7	RABL6_HUMAN
ENSP00000405975	9253		
ENSP00000449099			
ENSP00000421369	16822		
ENSP00000350056	24703	Q3YEC7	RABL6_HUMAN
ENSP00000421200	16822	P78312	F193A_HUMAN
ENSP00000334364	28879	Q8N104	D106A_HUMAN
ENSP00000351248	28329	Q6ZP98	CP047_HUMAN
ENSP00000427260	16822		
ENSP00000261796	5982	Q9UHF5	IL17B_HUMAN
ENSP00000463402	12765		
ENSP00000359969	9595	P43115	PE2R3_HUMAN
ENSP00000239223	3064	P28562	DUS1_HUMAN
ENSP00000462216	12765	O15353	FOXN1_HUMAN
ENSP00000431675	24703		
ENSP00000443617	16822	P78312	F193A_HUMAN
ENSP00000462876	12765	O15353	FOXN1_HUMAN
ENSP00000412757	24703		
